Word,EV
thankful,0.775
cheery,0.65
santa,0.775
hurrah,0.775
christmasbreak,0.775
win,0.775
atpeace,0.775
award,0.55
merry,0.775
inspiration,0.525
radiance,0.55
pleased,0.775
uplift,0.55
optimistic,0.775
heaven,0.775
lucky,0.55
godisgreat,0.775
holidays,0.775
thrill,0.575
congratulatory,0.775
thriving,0.65
amusement,0.775
perfect,0.55
lover,0.55
xmas,0.775
heartfelt,0.525
utopian,0.55
lovely,0.55
harmony,0.525
praising,0.775
brighten,0.55
luckiest,0.775
merrychristmas,0.775
magic,0.775
achievement,0.55
yay,0.775
holiday,0.675
treasures,0.775
luxury,0.55
bestfeeling,0.775
intimate,0.525
soblessed,0.775
yaaay,0.775
chuckle,0.575
proud,0.55
winning,0.55
cherish,0.55
goodnews,0.775
fuckyeah,0.775
optimism,0.55
amazingly,0.575
lovelife,0.775
truelove,0.775
beautification,0.55
satisfying,0.775
appreciates,0.775
cuddled,0.775
goodlife,0.775
gooood,0.775
sweetest,0.775
yaay,0.775
entertained,0.775
newbeginnings,0.775
praisejesus,0.775
birthday,0.55
greatfriends,0.775
adoration,0.55
godsend,0.55
favorite,0.55
content,0.55
entertaining,0.65
honored,0.525
metime,0.775
exquisite,0.775
holidayseason,0.775
thankyoujesus,0.775
angelic,0.55
goodhealth,0.775
majestic,0.55
luscious,0.65
memoriesiwontforget,0.775
bestfriends,0.775
precious,0.525
appreciated,0.775
exaltation,0.55
smiled,0.775
brightens,0.775
tranquility,0.55
marry,0.55
embrace,0.55
positively,0.775
grin,0.55
hug,0.55
hilarious,0.55
dearest,0.775
contentment,0.775
accomplished,0.775
relaxation,0.775
bday,0.775
enliven,0.55
weeeee,0.775
giggles,0.775
fulfilled,0.525
bountiful,0.65
victor,0.775
adore,0.55
fulfill,0.55
cuddles,0.775
prosperous,0.775
appreciation,0.55
serenity,0.55
happynewyear,0.775
humor,0.775
satisfy,0.775
besties,0.775
encouraged,0.775
captivate,0.55
christmaseve,0.775
glow,0.55
romanticism,0.775
innerpeace,0.775
pleasant,0.55
praises,0.775
abundance,0.55
fortunes,0.775
engaged,0.55
praised,0.55
relaxing,0.775
treasure,0.55
satisfaction,0.775
nothingbetter,0.775
affection,0.55
relieved,0.775
complement,0.55
carnival,0.775
priceless,0.775
uplifting,0.775
sensuality,0.65
saintly,0.525
champion,0.525
thanksgiving,0.775
harmoniously,0.525
wedding,0.775
achieve,0.525
divine,0.775
jackpot,0.575
honeymoon,0.55
exalt,0.55
twinkle,0.65
comforting,0.775
felicity,0.775
peaceful,0.525
climax,0.55
winner,0.55
reverie,0.55
yayy,0.775
cuddle,0.55
xoxo,0.775
stargazing,0.75
festival,0.525
sweet,0.55
generosity,0.55
brighter,0.75
praisegod,0.75
gorgeous,0.75
hearts,0.75
amusing,0.75
fondness,0.75
snuggling,0.75
reward,0.55
sex,0.55
kind,0.525
genial,0.75
parade,0.55
applause,0.55
beauty,0.75
fulfilling,0.75
aspiring,0.55
newlife,0.75
godbless,0.75
virtuous,0.525
kiss,0.525
christmas,0.75
rainbows,0.75
elegance,0.55
generous,0.55
super,0.75
enlightenment,0.55
praiseworthy,0.55
awards,0.75
adorable,0.75
rekindle,0.525
winnings,0.675
independence,0.55
amour,0.55
kindness,0.75
surprises,0.75
heheh,0.75
hilarity,0.75
wonder,0.55
freely,0.55
successful,0.525
inspired,0.55
onelove,0.75
whimsical,0.75
entertainment,0.575
passion,0.55
stressfree,0.75
beautify,0.75
sunrise,0.75
godisgood,0.75
goodmusic,0.75
revere,0.55
whoo,0.75
fanfare,0.55
inspire,0.525
angel,0.55
thankgod,0.75
goodies,0.75
jesus,0.75
accomplishment,0.75
snuggled,0.75
peacefully,0.75
flirt,0.575
friendship,0.525
singing,0.75
heroic,0.525
exalted,0.55
fortune,0.55
highest,0.525
summer,0.75
contented,0.75
rollicking,0.75
overflowing,0.75
woot,0.75
accolade,0.55
hope,0.525
cozy,0.75
delicious,0.75
thelife,0.75
darling,0.55
sensuous,0.75
picturesque,0.75
friendly,0.55
everlasting,0.55
praise,0.55
ambition,0.55
sparkle,0.525
sensual,0.55
peace,0.55
flattering,0.75
grace,0.75
luckygirl,0.75
heroism,0.525
succeeding,0.55
yeahhh,0.75
special,0.75
livelife,0.75
tantalizing,0.55
pumped,0.75
yey,0.75
surprise,0.6
sunny,0.5
prevail,0.65
revels,0.75
humorous,0.75
sweets,0.65
liking,0.55
admirable,0.525
superstar,0.575
relax,0.75
prosper,0.65
hero,0.525
hugs,0.75
worthwhile,0.75
newyear,0.75
tenderness,0.75
bless,0.525
favorable,0.525
freedom,0.525
masterpiece,0.75
dreams,0.75
hopeful,0.525
home,0.75
cruising,0.75
gracias,0.75
faithfulness,0.75
eagerness,0.55
closeness,0.525
sunshine,0.75
comfy,0.75
vacation,0.675
celestial,0.65
good,0.55
elite,0.55
illuminate,0.55
confidence,0.525
mistletoe,0.75
daughter,0.75
lifted,0.75
goodmorning,0.75
zeal,0.575
gifts,0.75
gift,0.55
astonishment,0.575
heart,0.75
completion,0.65
bonus,0.55
charmed,0.75
dance,0.575
sublime,0.75
recreation,0.65
encouragement,0.75
god,0.55
gush,0.35
freshstart,0.75
free,0.75
savior,0.75
sanctuary,0.525
grandchildren,0.55
wellness,0.75
revel,0.75
music,0.2
fab,0.75
bridal,0.55
soar,0.75
alive,0.55
soothing,0.55
serene,0.55
holiness,0.525
inspirational,0.75
matrimony,0.525
dayoff,0.75
savor,0.55
vitality,0.55
confident,0.525
firstborn,0.55
rainbow,0.75
liberation,0.55
elegant,0.75
glimmer,0.525
illumination,0.55
blossom,0.75
warmth,0.75
welcomed,0.75
faithful,0.525
snuggles,0.75
laurels,0.75
commendable,0.525
succeed,0.55
jingle,0.75
zest,0.575
noschool,0.75
brotherly,0.525
silly,0.75
abundant,0.75
fancy,0.625
resplendent,0.75
strengthening,0.525
presents,0.75
pride,0.75
almighty,0.75
aspire,0.55
remarkable,0.55
greeted,0.75
thanking,0.75
cutie,0.75
kudos,0.55
therapeutic,0.525
zen,0.75
coronation,0.55
complete,0.75
shining,0.65
spirit,0.75
princely,0.55
vivid,0.75
comfort,0.55
leisure,0.55
reunited,0.75
kid,0.75
newme,0.75
payday,0.75
animated,0.75
familytime,0.75
relationship,0.525
godly,0.55
marriage,0.525
daymade,0.75
spouse,0.55
intimately,0.075
respect,0.525
bloom,0.55
purr,0.575
carefree,0.75
nature,0.75
encourage,0.55
soulful,0.75
refreshed,0.75
family,0.75
gem,0.75
meritorious,0.55
achieved,0.75
motherhood,0.525
holyspirit,0.75
surreal,0.75
charitable,0.525
teamjesus,0.75
stressrelief,0.75
erotic,0.575
inviting,0.55
baby,0.75
dignity,0.525
satisfied,0.75
visionary,0.55
memorable,0.55
veracity,0.55
healthy,0.75
welcoming,0.75
diamond,0.75
christ,0.75
beach,0.75
accomplish,0.75
friends,0.75
excel,0.55
health,0.75
aura,0.75
yehey,0.75
approved,0.525
oasis,0.55
liberty,0.55
crowning,0.55
aspiration,0.525
privileged,0.575
crescendo,0.575
rapture,0.675
nocomplaints,0.75
prestige,0.55
bounty,0.55
gentle,0.75
inseparable,0.55
engaging,0.55
loyal,0.525
betrothed,0.55
transcendence,0.55
selfworth,0.75
yummy,0.75
datenight,0.75
destiny,0.675
heyday,0.575
aloha,0.65
desire,0.75
dream,0.75
luck,0.55
fete,0.55
trophy,0.55
bouquet,0.55
chocolate,0.55
creativity,0.75
boyfriend,0.75
commemoration,0.65
intelligence,0.525
readiness,0.55
friend,0.525
bride,0.55
enthusiast,0.55
lush,0.2
inheritance,0.55
soothe,0.75
tickle,0.575
kiddo,0.75
nostalgia,0.175
massage,0.75
calming,0.75
adventure,0.675
pretty,0.575
purring,0.75
eternal,0.75
humanitarian,0.525
giving,0.75
rest,0.75
getaway,0.75
goals,0.75
pray,0.55
bridegroom,0.55
heartily,0.75
luster,0.75
bonding,0.75
princess,0.75
amicable,0.75
benevolence,0.525
child,0.65
salutary,0.55
invite,0.55
beam,0.75
reminiscing,0.75
befriend,0.55
aesthetics,0.75
friday,0.75
freshair,0.75
ceremony,0.525
kindred,0.525
mindfulness,0.75
sonice,0.75
elevation,0.55
tropical,0.75
scholarship,0.75
hee,0.75
noworries,0.75
allure,0.55
approve,0.525
scenery,0.75
waterfall,0.75
vindication,0.55
namaste,0.75
commemorate,0.2
faith,0.525
birth,0.55
forgiveness,0.75
journey,0.1
meditation,0.75
relaxed,0.75
present,0.55
weekend,0.75
tender,0.55
tranquil,0.75
lyrical,0.75
sharing,0.75
esteem,0.525
nostalgic,0.75
prayer,0.75
righteousness,0.75
husband,0.75
relief,0.75
strength,0.525
unbeaten,0.525
eager,0.55
share,0.55
newday,0.75
sonnet,0.2
meditate,0.55
life,0.75
winterbreak,0.75
warm,0.75
movingforward,0.75
buddy,0.55
oneness,0.75
unconstrained,0.75
amen,0.55
reverence,0.525
healthful,0.75
thelittlethings,0.75
medal,0.55
unsurpassed,0.55
candlelight,0.75
carols,0.75
ejaculation,0.575
beginnings,0.75
sledding,0.75
graduation,0.55
frisky,0.55
lml,0.75
ease,0.75
symphony,0.65
wealth,0.55
helpful,0.55
glitter,0.4
calmness,0.75
energy,0.75
safe,0.525
nostress,0.75
soundness,0.525
promise,0.525
reunite,0.75
mother,0.525
salvation,0.55
poems,0.75
clown,0.525
lavender,0.75
immaculate,0.55
purify,0.55
inauguration,0.55
aromatherapy,0.75
lighten,0.75
travel,0.55
companion,0.525
live,0.75
opportune,0.75
completing,0.65
charity,0.75
heal,0.55
star,0.55
wishing,0.75
flowers,0.75
income,0.55
soul,0.75
munchies,0.75
emancipation,0.65
indescribable,0.575
progress,0.675
equality,0.525
childhood,0.75
together,0.75
rhythmical,0.525
fullness,0.75
calm,0.75
hammock,0.75
picnic,0.55
movies,0.75
zealous,0.575
playground,0.575
affluence,0.75
warms,0.75
choir,0.55
littlethings,0.75
auspicious,0.65
meaningful,0.75
adventures,0.75
goofy,0.75
starry,0.65
humanity,0.525
gesture,0.75
witty,0.75
vow,0.525
shopping,0.575
vibes,0.75
worship,0.55
jump,0.75
communion,0.55
reverend,0.75
rising,0.675
advance,0.55
beaches,0.725
sonorous,0.725
courtship,0.55
experience,0.725
reunion,0.55
simplicity,0.725
full,0.725
hymn,0.55
spirits,0.55
unforgettable,0.725
mirth,0.725
scenic,0.725
unique,0.55
redeemed,0.725
alliance,0.525
baptismal,0.725
grant,0.55
kitten,0.55
sanctification,0.525
conciliation,0.55
improves,0.725
pure,0.725
improve,0.55
authentic,0.525
moonlight,0.725
weightloss,0.725
raspberries,0.725
jest,0.55
independent,0.725
sanctify,0.525
devotional,0.525
tinsel,0.725
proficiency,0.525
listenting,0.725
fidelity,0.525
revival,0.55
giver,0.725
cocoa,0.725
deliverance,0.55
melody,0.725
unification,0.525
romp,0.725
purpose,0.725
choral,0.725
exceed,0.65
dolphin,0.575
roaring,0.725
favor,0.725
hotyoga,0.725
voluptuous,0.65
fruits,0.725
cookies,0.725
manicure,0.725
nowork,0.725
date,0.725
newstart,0.725
hedonism,0.725
pledge,0.525
electric,0.55
humble,0.525
roadtrip,0.725
thx,0.725
kiddos,0.725
bridesmaid,0.55
rhythm,0.725
spa,0.575
snowday,0.725
familiarity,0.525
coffee,0.725
edification,0.55
garden,0.725
renovation,0.65
dawn,0.55
connoisseur,0.55
gazing,0.725
partner,0.725
foodie,0.725
synchronize,0.55
tribulation,0.15
psalm,0.55
pedicure,0.725
noregrets,0.725
chirping,0.725
saint,0.525
healing,0.525
carol,0.575
TRUE,0.525
hobby,0.725
amnesty,0.725
respite,0.55
recreational,0.65
cousins,0.725
mellow,0.725
restorative,0.55
lazyday,0.725
classics,0.725
reconciliation,0.55
woods,0.725
progression,0.55
muchneeded,0.725
dove,0.55
simplify,0.55
fitness,0.725
sunset,0.65
wisdom,0.525
relight,0.725
living,0.725
presto,0.575
playhouse,0.725
superman,0.55
pony,0.725
recovery,0.55
crafts,0.725
lord,0.55
deal,0.55
improvement,0.55
infant,0.525
absolution,0.55
gently,0.725
banquet,0.65
established,0.725
decorating,0.725
providing,0.55
lounging,0.725
growth,0.725
strolling,0.725
feat,0.55
mine,0.725
spending,0.725
light,0.725
spiritual,0.525
quaint,0.55
fraternal,0.55
notable,0.55
softly,0.725
harvest,0.65
yearning,0.55
breeze,0.725
joker,0.525
meditating,0.725
quotes,0.725
volunteer,0.55
gain,0.55
resources,0.55
create,0.725
psalms,0.55
hippie,0.725
taoism,0.725
midwife,0.55
receiving,0.525
snowfall,0.725
ocean,0.725
lsd,0.725
hiking,0.725
evergreen,0.55
destination,0.525
candid,0.55
unwind,0.725
truce,0.55
toast,0.725
chill,0.725
infinity,0.55
rested,0.725
buzzing,0.725
venerable,0.55
balance,0.725
retirement,0.55
fireplace,0.725
buddha,0.725
devout,0.55
drinks,0.725
rapt,0.55
swim,0.1
compensate,0.55
snowing,0.725
sublimation,0.725
fruity,0.725
sunday,0.725
sketching,0.725
paragon,0.55
humility,0.55
ministry,0.55
waves,0.725
cathedral,0.55
sun,0.55
yoga,0.725
fortitude,0.525
salute,0.55
buddhism,0.725
whim,0.55
artwork,0.725
practiced,0.525
clean,0.55
running,0.725
clarity,0.725
found,0.55
fitting,0.55
immerse,0.55
exercise,0.725
food,0.575
autumn,0.725
fit,0.725
morning,0.725
contagious,0.025
outdoors,0.725
hardy,0.55
candles,0.725
countryside,0.725
demonstrative,0.175
football,0.65
chirp,0.725
chilled,0.725
undying,0.55
visitor,0.65
clap,0.575
diary,0.55
ardent,0.65
expedient,0.55
mountain,0.65
cradle,0.55
trance,0.725
procession,0.525
church,0.55
pay,0.55
preservative,0.55
grow,0.55
breakfast,0.725
consecration,0.55
salary,0.55
lifetime,0.725
ordination,0.55
snowy,0.725
art,0.525
nursery,0.55
skiing,0.725
candle,0.725
doll,0.725
humbled,0.175
lyre,0.725
pastry,0.725
remedy,0.55
chilling,0.725
firefly,0.725
rescue,0.55
camping,0.725
perspective,0.65
orchard,0.725
breezy,0.725
gardens,0.725
castle,0.725
lamb,0.55
possess,0.55
bouttime,0.725
pho,0.725
reggae,0.725
countrymusic,0.725
teach,0.55
brisk,0.725
raindrops,0.725
mucis,0.725
listneing,0.725
nap,0.725
unexpected,0.575
vernal,0.725
hire,0.55
stillness,0.2
lights,0.725
cove,0.075
save,0.55
pastor,0.55
atone,0.55
symmetry,0.55
trees,0.725
oneday,0.725
scripture,0.55
mountains,0.725
craziness,0.725
tea,0.725
walking,0.725
whiteness,0.725
sympathetic,0.55
forefathers,0.55
pathway,0.725
custom,0.725
quiet,0.2
soppy,0.725
patient,0.625
movingon,0.725
score,0.55
dollhouse,0.725
bath,0.725
supporter,0.525
accompaniment,0.55
pursuit,0.725
frosty,0.725
luncheon,0.725
service,0.725
workout,0.725
closure,0.175
wintery,0.725
civilized,0.55
wages,0.725
december,0.725
fain,0.55
glide,0.65
acrobat,0.575
finally,0.55
chai,0.725
obtainable,0.725
peppermint,0.725
break,0.55
reproductive,0.725
stroll,0.725
organization,0.55
bathtub,0.725
advent,0.55
measured,0.55
balm,0.65
scifi,0.725
spaniel,0.575
ditty,0.725
oils,0.725
tan,0.725
simple,0.725
bubble,0.725
beer,0.725
green,0.575
makingdisciples,0.725
buss,0.725
books,0.725
chow,0.725
pitter,0.725
flows,0.725
silence,0.725
bookstore,0.7
solitude,0.7
roadster,0.575
circumstances,0.575
wine,0.7
soak,0.7
priesthood,0.55
japan,0.7
wilderness,0.175
critical,0.7
neutral,0.55
sand,0.7
weight,0.575
wind,0.7
untie,0.7
labor,0.55
classical,0.7
lake,0.7
affliction,0.125
organ,0.625
dwelling,0.7
tree,0.55
pond,0.7
marrow,0.575
latte,0.7
sipping,0.7
benign,0.7
majority,0.55
leaf,0.7
troubles,0.7
basketball,0.65
explosions,0.7
cream,0.525
shepherd,0.55
tuesday,0.7
calf,0.575
hardship,0.125
unhappiness,0.125
sixty,0.7
anticipation,0.675
anticipate,0.675
expectant,0.675
quest,0.675
countdown,0.075
start,0.525
anticipatory,0.675
expectance,0.675
prophecy,0.675
expect,0.55
arouse,0.675
announcement,0.675
expectancy,0.675
expecting,0.675
imminent,0.075
urgent,0.575
trepidation,0.55
prospection,0.675
voyage,0.675
prospect,0.675
suspense,0.575
mystery,0.55
prospective,0.675
frantic,0.575
lottery,0.675
urgency,0.55
hurry,0.075
explore,0.675
expectation,0.675
prediction,0.675
arrival,0.675
approaching,0.675
roulette,0.675
wishful,0.675
waiting,0.075
invitation,0.675
impending,0.05
craving,0.675
strive,0.55
tomorrow,0.675
alertness,0.55
delivery,0.675
opportunity,0.675
intrigue,0.55
prescient,0.675
launch,0.675
reckoning,0.675
prognosis,0.075
possibility,0.675
expedition,0.675
anxious,0.05
hype,0.675
prepare,0.675
coming,0.675
beware,0.05
ominous,0.05
vision,0.675
curious,0.675
await,0.675
escape,0.05
foresee,0.55
ripen,0.65
lust,0.65
risky,0.05
foreboding,0.05
verge,0.075
destined,0.55
surprisingly,0.6
simmering,0.65
foresight,0.55
lookout,0.65
forecast,0.55
seductive,0.65
alerts,0.55
applicant,0.65
foreseen,0.65
intended,0.55
boomerang,0.575
longing,0.15
diagnosis,0.55
prophetic,0.65
nervous,0.05
accelerate,0.65
result,0.65
arrive,0.65
momentum,0.65
buzz,0.075
preparedness,0.65
acquiring,0.65
predict,0.65
auspices,0.65
preparation,0.65
raffle,0.55
investigation,0.65
overdue,0.525
crave,0.65
impatient,0.075
seek,0.65
sequel,0.65
presumption,0.575
gambling,0.55
endeavor,0.65
experiment,0.55
angling,0.65
divination,0.65
excavation,0.525
thirst,0.525
risk,0.05
precarious,0.15
attainable,0.65
plan,0.65
ultimate,0.2
restlessness,0.65
omen,0.05
matchmaker,0.65
gambler,0.55
prospectively,0.65
dare,0.575
warned,0.525
mysterious,0.55
expose,0.05
attempt,0.65
expected,0.65
immortality,0.65
quicken,0.65
predilection,0.65
forewarned,0.075
hypothesis,0.525
speculative,0.65
oracle,0.55
grasping,0.65
uneasiness,0.15
curiosity,0.55
fate,0.55
unfold,0.65
resultant,0.65
probability,0.65
agape,0.575
changeable,0.55
convergence,0.65
warn,0.575
monetary,0.65
sorcery,0.55
morrow,0.65
apprehensive,0.05
hungry,0.65
auction,0.65
ballot,0.55
hankering,0.65
merge,0.65
inquiry,0.65
worrying,0.15
contingent,0.65
virginity,0.65
stealthy,0.55
appeal,0.65
forming,0.65
responsive,0.55
hurried,0.65
overthrow,0.05
dread,0.025
wait,0.65
revive,0.65
watch,0.075
hunter,0.175
planning,0.55
germination,0.65
competition,0.075
preparatory,0.65
prognostic,0.65
importance,0.65
notification,0.65
ultimately,0.65
haste,0.65
prophet,0.55
time,0.65
loom,0.075
begun,0.65
fermentation,0.65
endanger,0.025
signify,0.65
vigilance,0.55
prerequisite,0.65
cultivate,0.55
develop,0.65
cue,0.65
exigent,0.55
transitional,0.65
intermission,0.65
practise,0.65
contemplation,0.65
horizon,0.65
sneaking,0.575
uphill,0.075
puppy,0.55
blindfold,0.55
horoscope,0.65
airport,0.65
intuitively,0.65
ready,0.65
nascent,0.65
invocation,0.55
depart,0.175
undisclosed,0.65
attendance,0.65
peril,0.125
calculation,0.65
eventuality,0.075
proceeding,0.65
eventual,0.65
undertaking,0.65
improvise,0.55
consequent,0.65
gaping,0.65
parole,0.65
worry,0.125
shortly,0.65
correspondence,0.65
happen,0.65
letter,0.65
conjure,0.55
engulf,0.65
unexplained,0.175
contagion,0.025
submit,0.65
enroll,0.55
gravitate,0.65
clue,0.65
contemplate,0.65
perilous,0.125
determinate,0.55
arbitration,0.65
recipient,0.65
onset,0.65
predispose,0.65
unknown,0.075
precursor,0.65
cautious,0.55
motion,0.65
creeping,0.65
invoke,0.65
production,0.65
immediately,0.65
commemorative,0.65
testament,0.55
plight,0.15
preliminary,0.65
overture,0.65
regatta,0.65
draft,0.65
extricate,0.65
punt,0.65
untold,0.65
jeopardy,0.05
mail,0.65
inaugural,0.65
rehabilitation,0.65
career,0.65
prevention,0.65
renovate,0.65
prologue,0.65
flinch,0.575
perpetuity,0.55
surround,0.65
conjecture,0.65
serial,0.65
superstitious,0.05
ferment,0.65
conservation,0.55
reconstruction,0.65
reconstruct,0.65
recombination,0.65
prepared,0.525
plea,0.175
medical,0.55
passenger,0.65
tabulate,0.65
install,0.65
labyrinth,0.65
perpetuate,0.65
strategist,0.55
unverified,0.65
tribunal,0.55
patience,0.55
unresolved,0.65
vista,0.65
adrift,0.175
recognizable,0.65
forestall,0.65
continue,0.55
ongoing,0.65
astrologer,0.65
mediate,0.55
punctual,0.55
morn,0.65
withstand,0.075
thought,0.65
probation,0.175
calls,0.575
craps,0.65
weigh,0.575
continuation,0.65
university,0.65
chicane,0.575
confession,0.55
outdo,0.65
prophylactic,0.575
wizard,0.55
headlight,0.65
long,0.65
navigable,0.65
subscribe,0.65
debenture,0.65
judiciary,0.525
lettered,0.575
vigil,0.65
reliance,0.525
mortification,0.125
top,0.55
efficient,0.55
representing,0.65
assurance,0.525
undoubted,0.375
diplomacy,0.55
antidote,0.55
trust,0.525
linger,0.65
objective,0.55
poke,0.65
abeyance,0.65
maternal,0.65
inoculation,0.55
depend,0.55
scientist,0.525
hap,0.525
dutiful,0.55
ship,0.65
discretion,0.55
undecided,0.1
gradual,0.65
navigator,0.55
track,0.65
interim,0.65
clock,0.65
public,0.65
recurrent,0.65
abide,0.625
concealed,0.55
lesson,0.55
instructions,0.55
sonar,0.625
biennial,0.625
convince,0.55
towering,0.05
offset,0.625
theory,0.575
theology,0.625
timidity,0.075
plump,0.625
audience,0.625
dietary,0.625
localize,0.625
store,0.625
farm,0.625
daily,0.625
cramp,0.625
nobility,0.55
edition,0.625
errand,0.55
archaeology,0.625
mutable,0.625
mobile,0.625
germ,0.325
lessen,0.625
unaccountable,0.575
secular,0.625
digress,0.625
chastity,0.55
council,0.55
olfactory,0.625
disposed,0.575
scrutinize,0.625
immature,0.625
mediator,0.55
regularity,0.55
paddle,0.625
heft,0.075
unpublished,0.2
bugle,0.625
denying,0.575
analyst,0.55
judicial,0.525
broadside,0.625
mill,0.625
cap,0.575
thermocouple,0.625
tributary,0.625
instructor,0.55
exhaustion,0.15
saliva,0.625
cataract,0.175
network,0.625
visor,0.525
wont,0.625
addresses,0.625
discreet,0.625
bruise,0.625
astronomer,0.625
neighbor,0.55
habitual,0.625
neighborhood,0.625
lull,0.625
bye,0.625
commonplace,0.55
quote,0.525
treadmill,0.625
board,0.625
sundial,0.575
cement,0.575
worm,0.5
cannibalism,0.3
cannibal,0.025
rot,0.15
corpse,0.125
excrement,0.3
barf,0.3
incestuous,0.325
sewerage,0.325
filth,0.325
rancid,0.325
infestation,0.025
plague,0.15
rotting,0.325
fecal,0.325
maggot,0.325
feces,0.325
perverted,0.325
excretion,0.325
contaminate,0.325
repugnant,0.325
manure,0.325
diarrhoea,0.325
grotesque,0.325
faeces,0.325
sewer,0.325
cadaver,0.55
dismemberment,0.125
vomit,0.325
repulsive,0.325
hemorrhage,0.125
sewage,0.325
filthy,0.325
diseased,0.125
carcass,0.125
decompose,0.325
gruesome,0.325
mutilated,0.325
puke,0.325
herpes,0.325
decayed,0.15
dung,0.325
parasite,0.05
malaria,0.15
slime,0.325
flatulence,0.325
pestilence,0.05
crap,0.325
toxic,0.325
morgue,0.125
pus,0.325
herpesvirus,0.325
leprosy,0.125
regurgitation,0.325
anthrax,0.15
xenophobia,0.025
repugnance,0.325
whore,0.325
dissection,0.325
mucous,0.325
slum,0.325
infectious,0.15
phlegm,0.325
leeches,0.05
decomposition,0.125
stinking,0.325
abhorrence,0.325
soiled,0.325
mucus,0.325
septic,0.325
obese,0.325
sicken,0.325
repulsion,0.05
dysentery,0.15
enema,0.325
bacterium,0.05
dirty,0.325
adultery,0.15
contamination,0.325
grisly,0.025
autopsy,0.15
vulgar,0.325
entrails,0.325
lewd,0.325
muck,0.325
bowels,0.325
garbage,0.325
pungent,0.325
gross,0.325
gag,0.325
pollute,0.325
nausea,0.05
wretched,0.125
nauseate,0.325
slimy,0.325
porn,0.325
noxious,0.05
grime,0.325
constipation,0.325
secretion,0.325
poisoning,0.325
measles,0.15
obesity,0.175
wart,0.325
scum,0.325
waste,0.175
intestinal,0.325
heartworm,0.325
ooze,0.325
contaminated,0.15
smut,0.075
deformed,0.125
soulless,0.15
cholera,0.15
bestial,0.025
freakish,0.575
pollution,0.325
grimy,0.325
abominate,0.325
sickness,0.125
hideous,0.15
loathful,0.325
greasy,0.325
dilapidated,0.15
loathing,0.325
obscene,0.325
cess,0.325
deformity,0.125
nauseous,0.15
swine,0.325
abominable,0.025
heretic,0.325
latrines,0.325
corruption,0.325
nefarious,0.55
bacteria,0.175
trash,0.175
abortion,0.125
prejudiced,0.05
goo,0.325
mange,0.05
sludge,0.325
trashy,0.325
ugly,0.325
outhouse,0.325
detestation,0.325
horrifying,0.1
laxative,0.075
unsightly,0.325
slop,0.325
malfeasance,0.325
spew,0.325
pimple,0.325
cystic,0.325
queasy,0.325
mildew,0.325
prostitution,0.15
secrete,0.325
rat,0.05
degrading,0.15
ghastly,0.025
suffering,0.125
devilish,0.025
cuckold,0.35
stools,0.35
gluttony,0.35
bloated,0.35
fungus,0.35
aghast,0.575
diaper,0.35
polygamy,0.35
termite,0.35
fat,0.175
tetanus,0.35
spoil,0.35
crusty,0.35
sickly,0.125
louse,0.35
infect,0.35
brothel,0.35
drool,0.35
bleeding,0.125
deform,0.35
ghetto,0.15
musty,0.35
ugliness,0.15
unwashed,0.35
swampy,0.075
hag,0.075
queasiness,0.35
repelling,0.35
intoxicated,0.35
toilet,0.35
blister,0.35
lurid,0.35
slug,0.35
gut,0.35
deceitful,0.15
deteriorated,0.175
lavatory,0.35
unclean,0.35
prostitute,0.35
incubus,0.05
appalling,0.05
pornography,0.35
squeamish,0.05
unfaithful,0.35
hypocrite,0.35
humiliating,0.35
larceny,0.35
retard,0.15
rash,0.35
flea,0.35
debauchery,0.025
quagmire,0.35
sick,0.15
dogsick,0.35
swamp,0.075
messy,0.35
spit,0.35
dank,0.35
bastard,0.175
serpent,0.025
loo,0.35
indecent,0.35
stealing,0.05
humiliation,0.15
snake,0.025
sloppy,0.35
sinning,0.35
harlot,0.35
flabby,0.35
beastly,0.025
discriminating,0.35
unattractive,0.175
insufferable,0.35
arsenic,0.15
atrophy,0.125
varicella,0.15
distaste,0.35
coward,0.15
wickedness,0.35
sty,0.35
suffocating,0.125
purgatory,0.025
burglar,0.05
ogre,0.05
vesicular,0.35
greedy,0.35
gob,0.35
repellant,0.075
drunken,0.35
shame,0.15
fatty,0.175
liar,0.35
sloth,0.35
pig,0.35
lethal,0.125
burnt,0.35
withered,0.35
hydrocephalus,0.15
aberration,0.35
travesty,0.125
disintegrate,0.05
neurotic,0.025
blighted,0.125
rubbish,0.35
stink,0.35
sump,0.35
cringe,0.15
vulture,0.05
mite,0.35
degrade,0.35
gutter,0.35
remains,0.55
distasteful,0.35
dreadfully,0.55
crude,0.35
delirium,0.15
smelling,0.35
bombed,0.35
blob,0.05
glut,0.35
endemic,0.15
mire,0.35
dirt,0.35
bribery,0.35
blight,0.15
impeach,0.075
taboo,0.075
goblin,0.05
idolatry,0.05
impurity,0.35
idiot,0.35
boil,0.35
unconscionable,0.35
robber,0.05
gorge,0.35
leer,0.35
squirm,0.35
servile,0.175
mess,0.35
nappy,0.35
unbearable,0.125
occult,0.05
stain,0.35
tramp,0.175
defamation,0.05
aversation,0.35
dismal,0.15
unpleasant,0.15
palsy,0.15
pathetic,0.125
mockery,0.35
wallow,0.15
cough,0.35
perspiration,0.35
fool,0.35
quack,0.35
distorted,0.35
spider,0.025
spurious,0.35
muddy,0.35
disingenuous,0.35
aphid,0.35
dire,0.575
piles,0.35
